Ferramenta,tempoDeExecucao,totalBytes
GraphQl,4.984122276306152,16107
GraphQl,4.893943548202515,16107
GraphQl,4.610166311264038,16107
GraphQl,4.878715753555298,16107
GraphQl,4.8967604637146,16107
